id_user,first_name,last_name,kesalahan_analogi_verbal,kesalahan_silogisme,kesalahan_analitis,kesalahan_berhitung,kesalahan_deret_angka,kesalahan_perbandingan_kuantitatif,kesalahan_soal_cerita,kesalahan_analogi_figural,kesalahan_ketidaksamaan,kesalahan_serial,kesalahan_nasionalisme,kesalahan_integritas,kesalahan_bela_negara,kesalahan_pilar_negara,kesalahan_bahasa_indonesia,skor_pelayanan_publik,skor_jejaring_kerja,skor_sosial_budaya,skor_tik,skor_profesionalisme,skor_anti_radikalisme,total_kesalahan_tiu,total_kesalahan_twk,total_skor_tkp,label_tiu,label_twk,label_tkp
359,Putra,Wibowo,0,2,2,2,2,3,3,1,3,3,3,3,3,1,2,24,12,24,10,29,16,21,12,115,Rendah,Tinggi,Rendah
360,Joko,Santoso,2,2,1,3,2,2,2,3,3,0,4,5,0,2,1,30,1,6,17,17,20,20,12,91,Rendah,Tinggi,Rendah
361,Siti,Siregar,1,2,0,2,2,1,0,4,4,3,5,6,4,5,1,8,27,23,25,24,36,19,21,143,Sedang,Rendah,Rendah
362,Rina,Lestari,1,2,0,1,3,0,3,4,3,0,1,0,6,4,3,16,5,17,39,5,5,17,14,87,Sedang,Sedang,Rendah
363,Budi,Santoso,2,0,2,1,1,2,2,4,3,3,6,5,0,5,1,31,1,26,20,38,38,20,17,154,Rendah,Sedang,Rendah
364,Sari,Siregar,3,0,2,0,0,1,1,2,2,3,6,1,0,2,4,7,1,15,37,1,29,14,13,90,Tinggi,Tinggi,Rendah
365,Hadi,Hidayat,3,0,0,2,0,2,0,0,1,2,3,4,3,0,3,7,30,31,9,8,40,10,13,125,Tinggi,Tinggi,Rendah
366,Joko,Wibowo,0,3,0,2,1,1,0,1,0,1,6,2,5,0,3,24,12,4,24,32,8,9,16,104,Tinggi,Sedang,Rendah
367,Sari,Santoso,2,0,0,1,3,4,4,2,4,4,4,1,0,4,6,7,33,24,33,19,24,24,15,140,Rendah,Sedang,Rendah
368,Rina,Siregar,2,3,0,0,1,3,2,2,1,2,4,2,6,1,4,33,14,34,19,3,34,16,17,137,Sedang,Sedang,Rendah
369,Dewi,Siregar,3,0,2,1,2,4,4,0,1,2,3,5,5,3,1,25,29,16,12,27,35,19,17,144,Sedang,Sedang,Rendah
370,Dewi,Santoso,0,0,1,2,0,3,3,4,3,4,3,2,4,0,1,6,3,13,28,11,3,20,10,64,Rendah,Tinggi,Rendah
371,Joko,Wibowo,2,1,0,3,3,2,4,1,0,3,2,1,3,4,1,20,23,23,30,15,16,19,11,127,Sedang,Tinggi,Rendah
372,Siti,Wibowo,2,3,3,0,2,4,4,3,1,2,6,6,1,5,5,15,27,29,2,17,27,24,23,117,Rendah,Rendah,Rendah
373,Putra,Lestari,3,2,3,1,2,2,4,0,0,0,6,3,1,3,5,1,34,31,29,17,28,17,18,140,Sedang,Rendah,Rendah
374,Dewi,Siregar,3,2,1,0,1,1,1,4,2,3,5,5,2,0,4,8,15,1,34,19,33,18,16,110,Sedang,Sedang,Rendah
375,Lina,Hidayat,3,1,3,0,1,3,0,0,2,0,3,2,3,1,4,22,15,23,37,28,32,13,13,157,Tinggi,Tinggi,Rendah
376,Sari,Hidayat,0,2,2,3,0,2,1,4,1,1,2,2,6,2,4,19,9,25,32,14,3,16,16,102,Sedang,Sedang,Rendah
377,Dewi,Wibowo,2,1,1,2,0,4,3,1,4,2,4,0,5,1,6,22,35,11,29,23,39,20,16,159,Rendah,Sedang,Rendah
378,Budi,Lestari,3,3,0,1,2,3,4,1,2,0,6,5,1,2,1,26,25,8,2,25,22,19,15,108,Sedang,Sedang,Rendah
379,Rina,Hidayat,1,1,1,1,0,0,2,0,2,0,5,2,4,3,4,18,2,31,23,31,31,8,18,136,Tinggi,Rendah,Rendah
380,Putra,Lestari,3,3,1,3,3,2,4,3,2,3,1,0,0,6,0,1,29,21,21,39,14,27,7,125,Rendah,Tinggi,Rendah
381,Lina,Hidayat,3,2,1,3,1,3,1,1,4,4,5,2,5,6,2,8,34,29,25,36,13,23,20,145,Rendah,Rendah,Rendah
382,Joko,Lestari,3,1,3,1,1,2,3,3,1,3,4,1,4,0,3,30,18,23,14,36,32,21,12,153,Rendah,Tinggi,Rendah
383,Budi,Lestari,0,0,0,3,0,2,2,2,2,4,0,1,0,5,2,30,25,35,27,37,18,15,8,172,Tinggi,Tinggi,Sedang
384,Joko,Santoso,3,1,2,0,2,4,2,4,3,3,0,3,3,1,1,6,18,15,2,25,11,24,8,77,Rendah,Tinggi,Rendah
385,Joko,Lestari,2,0,3,2,2,1,0,0,4,0,3,1,4,0,6,25,27,12,7,9,19,14,14,99,Tinggi,Sedang,Rendah
386,Agus,Lestari,0,2,2,3,0,2,2,2,1,1,6,1,1,1,6,26,27,13,40,10,13,15,15,129,Tinggi,Sedang,Rendah
387,Siti,Santoso,0,3,3,2,1,4,3,4,1,4,4,5,5,4,3,3,12,1,37,15,35,25,21,103,Rendah,Rendah,Rendah
388,Budi,Hidayat,2,3,3,1,1,4,1,3,4,1,4,6,6,4,5,1,16,32,14,40,22,23,25,125,Rendah,Rendah,Rendah
389,Budi,Lestari,1,1,0,2,0,0,3,4,3,1,3,6,6,3,5,16,11,2,4,29,22,15,23,84,Tinggi,Rendah,Rendah
390,Sari,Santoso,3,3,2,3,0,4,2,4,0,0,5,1,5,0,0,28,31,31,25,11,17,21,11,143,Rendah,Tinggi,Rendah
391,Hadi,Siregar,3,3,1,3,3,2,0,2,2,2,5,5,1,1,1,10,21,27,6,11,29,21,13,104,Rendah,Tinggi,Rendah
392,Budi,Siregar,3,0,3,3,2,1,2,1,2,3,6,2,1,0,0,29,17,31,39,23,6,20,9,145,Rendah,Tinggi,Rendah
393,Putra,Lestari,2,2,2,3,1,2,2,3,0,3,1,4,6,2,5,6,8,24,17,14,26,20,18,95,Rendah,Rendah,Rendah
394,Rina,Lestari,1,1,0,2,3,2,0,1,3,1,6,6,5,3,5,17,20,32,17,22,40,14,25,148,Tinggi,Rendah,Rendah
395,Joko,Siregar,2,1,3,0,1,3,1,4,1,3,4,3,5,3,2,21,27,28,9,2,3,19,17,90,Sedang,Sedang,Rendah
396,Agus,Lestari,0,0,1,1,1,4,2,3,3,1,0,1,6,2,5,33,27,20,34,21,22,16,14,157,Sedang,Sedang,Rendah
397,Siti,Lestari,0,1,2,2,1,4,3,0,1,0,0,6,3,3,0,18,2,34,11,39,36,14,12,140,Tinggi,Tinggi,Rendah
398,Agus,Santoso,1,3,2,1,1,3,4,2,3,4,3,6,5,0,1,18,16,9,30,16,21,24,15,110,Rendah,Sedang,Rendah
399,Lina,Hidayat,3,2,3,2,1,2,1,0,4,4,3,2,4,2,4,6,8,26,13,15,12,22,15,80,Rendah,Sedang,Rendah
400,Putra,Santoso,0,3,1,0,3,2,1,3,0,3,4,6,6,6,2,1,33,16,4,26,16,16,24,96,Sedang,Rendah,Rendah
401,Hadi,Wibowo,1,3,3,1,3,0,4,3,2,3,4,6,4,6,3,5,3,31,22,33,19,23,23,113,Rendah,Rendah,Rendah
402,Hadi,Santoso,3,1,0,1,0,2,2,4,0,0,1,6,1,4,2,17,35,6,28,21,18,13,14,125,Tinggi,Sedang,Rendah
403,Agus,Siregar,2,1,3,2,0,3,2,3,2,0,3,1,6,3,4,18,16,21,20,11,25,18,17,111,Sedang,Sedang,Rendah
404,Dewi,Lestari,0,0,3,1,3,2,3,0,1,1,5,0,6,6,0,13,3,7,28,35,3,14,17,89,Tinggi,Sedang,Rendah
405,Siti,Siregar,0,2,1,0,1,1,0,4,0,2,5,6,6,0,4,14,9,25,30,36,7,11,21,121,Tinggi,Rendah,Rendah
406,Sari,Siregar,2,3,0,0,0,2,4,0,4,4,5,1,3,0,3,2,14,7,35,6,20,19,12,84,Sedang,Tinggi,Rendah
407,Sari,Santoso,1,1,2,0,1,1,4,2,3,3,5,3,1,6,6,11,34,30,5,15,17,18,21,112,Sedang,Rendah,Rendah
408,Sari,Lestari,2,2,3,3,3,1,4,4,3,2,3,1,2,3,5,35,24,21,36,36,36,27,14,188,Rendah,Sedang,Tinggi
409,Lina,Santoso,3,1,0,2,3,1,0,3,2,3,5,6,4,5,2,3,14,12,11,1,16,18,22,57,Sedang,Rendah,Rendah
410,Sari,Siregar,1,2,3,0,2,0,0,2,2,2,6,4,6,5,2,30,34,15,23,33,24,14,23,159,Tinggi,Rendah,Rendah
411,Rina,Santoso,0,0,2,0,3,2,4,3,2,2,2,0,0,0,4,7,27,10,30,34,9,18,6,117,Sedang,Tinggi,Rendah
412,Sari,Siregar,2,0,1,3,0,0,0,3,1,2,3,0,3,3,2,24,14,24,36,32,21,12,11,151,Tinggi,Tinggi,Rendah
413,Budi,Wibowo,1,0,2,1,0,1,2,2,1,4,5,2,4,0,6,19,16,33,6,17,22,14,17,113,Tinggi,Sedang,Rendah
414,Putra,Hidayat,1,2,1,1,0,2,3,0,0,2,4,5,2,2,6,26,12,4,22,28,14,12,19,106,Tinggi,Rendah,Rendah
415,Dewi,Santoso,2,2,1,3,1,2,4,2,1,3,0,6,3,6,2,11,10,10,7,37,17,21,17,92,Rendah,Sedang,Rendah
416,Joko,Wibowo,0,1,1,1,2,3,1,2,3,4,3,5,6,6,6,6,27,24,37,13,23,18,26,130,Sedang,Rendah,Rendah
417,Joko,Siregar,0,0,0,2,3,1,3,1,0,0,4,0,0,4,3,11,15,26,10,17,21,10,11,100,Tinggi,Tinggi,Rendah
418,Dewi,Hidayat,1,1,2,3,1,4,0,0,0,1,1,6,0,0,2,25,27,14,38,2,30,13,9,136,Tinggi,Tinggi,Rendah
419,Hadi,Siregar,1,2,3,3,1,1,3,1,2,3,4,4,0,3,3,28,11,10,13,10,13,20,14,85,Rendah,Sedang,Rendah
420,Dewi,Wibowo,3,0,2,1,2,0,0,1,0,4,5,1,1,3,5,24,13,31,30,4,25,13,15,127,Tinggi,Sedang,Rendah
421,Joko,Hidayat,3,3,0,3,1,3,1,1,2,1,4,0,4,1,0,2,9,21,39,5,24,18,9,100,Sedang,Tinggi,Rendah
422,Dewi,Siregar,1,3,2,0,1,0,2,0,0,2,1,3,2,5,6,19,15,33,12,21,21,11,17,121,Tinggi,Sedang,Rendah
423,Rina,Wibowo,1,2,3,0,0,1,1,0,2,3,1,0,1,1,5,34,21,22,20,38,18,13,8,153,Tinggi,Tinggi,Rendah
424,Siti,Lestari,0,1,2,2,3,2,0,2,2,2,2,3,2,2,4,3,23,5,15,11,11,16,13,68,Sedang,Tinggi,Rendah
425,Rina,Wibowo,1,2,3,0,3,2,3,2,3,1,3,6,3,4,4,10,23,2,7,29,21,20,20,92,Rendah,Rendah,Rendah
426,Agus,Lestari,3,1,2,1,0,2,4,3,2,0,4,3,4,0,6,19,1,9,11,5,13,18,17,58,Sedang,Sedang,Rendah
427,Budi,Lestari,1,0,1,2,2,2,3,2,0,1,2,4,1,4,5,10,18,1,22,28,14,14,16,93,Tinggi,Sedang,Rendah
428,Lina,Hidayat,0,1,3,1,1,1,3,2,4,0,6,2,6,5,0,23,32,21,3,23,3,16,19,105,Sedang,Rendah,Rendah
429,Joko,Santoso,2,2,1,1,3,3,0,4,3,1,1,4,3,3,4,8,7,25,26,9,37,20,15,112,Rendah,Sedang,Rendah
430,Siti,Santoso,0,3,0,0,3,2,1,3,1,4,0,6,5,0,6,9,17,30,38,32,32,17,17,158,Sedang,Sedang,Rendah
431,Agus,Lestari,2,3,0,3,1,2,0,0,3,3,6,6,0,6,1,21,8,30,20,18,15,17,19,112,Sedang,Rendah,Rendah
432,Rina,Siregar,2,3,3,2,2,4,1,3,2,3,1,3,5,3,1,27,18,16,14,9,31,25,13,115,Rendah,Tinggi,Rendah
433,Budi,Hidayat,0,0,0,3,2,3,2,3,4,4,2,6,3,4,2,24,34,25,1,40,8,21,17,132,Rendah,Sedang,Rendah
434,Siti,Hidayat,0,1,2,0,0,1,4,3,2,4,6,6,2,2,4,29,13,26,34,38,6,17,20,146,Sedang,Rendah,Rendah
435,Siti,Siregar,2,1,3,3,3,4,3,2,0,2,5,3,0,2,3,32,17,17,2,6,8,23,13,82,Rendah,Tinggi,Rendah
436,Lina,Hidayat,2,3,2,3,3,4,1,3,3,4,6,6,0,1,3,31,6,4,17,13,21,28,16,92,Rendah,Sedang,Rendah
437,Sari,Santoso,0,2,2,1,3,1,3,4,4,2,1,0,0,0,3,7,24,3,10,17,6,22,4,67,Rendah,Tinggi,Rendah
438,Lina,Santoso,1,2,2,1,1,4,4,3,0,2,0,6,5,4,4,16,32,16,8,39,30,20,19,141,Rendah,Rendah,Rendah
439,Lina,Santoso,3,1,0,0,0,0,2,2,2,0,1,1,4,3,4,14,20,14,1,9,9,10,13,67,Tinggi,Tinggi,Rendah
440,Siti,Santoso,1,0,2,3,3,0,3,4,3,0,5,3,2,5,0,11,19,10,2,5,13,19,15,60,Sedang,Sedang,Rendah
441,Sari,Wibowo,3,2,3,2,0,2,1,1,2,1,1,2,0,1,6,2,3,8,17,10,12,17,10,52,Sedang,Tinggi,Rendah
442,Agus,Lestari,2,1,0,3,2,0,1,1,2,0,1,2,5,6,5,33,30,16,5,37,15,12,19,136,Tinggi,Rendah,Rendah
443,Budi,Santoso,2,1,2,2,0,4,4,1,2,0,0,0,4,6,4,26,21,2,34,21,8,18,14,112,Sedang,Sedang,Rendah
444,Putra,Santoso,2,1,2,0,3,1,1,1,4,4,3,3,6,6,4,25,35,16,36,16,27,19,22,155,Sedang,Rendah,Rendah
445,Budi,Siregar,3,2,0,1,0,4,0,1,1,3,2,5,2,4,4,21,8,6,36,21,31,15,17,123,Tinggi,Sedang,Rendah
446,Budi,Siregar,2,2,1,2,2,0,0,2,0,2,0,0,4,5,3,18,26,17,10,11,26,13,12,108,Tinggi,Tinggi,Rendah
447,Siti,Hidayat,1,0,3,0,3,2,1,0,0,0,1,4,1,1,6,33,2,30,7,4,37,10,13,113,Tinggi,Tinggi,Rendah
448,Agus,Lestari,1,1,0,0,2,4,1,1,2,2,3,0,2,4,5,12,1,21,36,21,30,14,14,121,Tinggi,Sedang,Rendah
449,Lina,Santoso,3,0,1,2,3,2,1,2,4,1,4,5,4,1,5,15,23,11,18,20,17,19,19,104,Sedang,Rendah,Rendah
450,Joko,Wibowo,3,1,3,1,1,0,2,4,2,3,2,4,0,4,3,2,16,20,34,18,36,20,13,126,Rendah,Tinggi,Rendah
451,Lina,Hidayat,1,1,2,0,3,4,4,3,0,1,5,2,2,4,2,24,1,14,8,36,16,19,15,99,Sedang,Sedang,Rendah
452,Putra,Lestari,2,3,3,0,0,2,2,2,0,1,6,0,2,3,1,1,33,3,11,33,25,15,12,106,Tinggi,Tinggi,Rendah
453,Hadi,Lestari,1,2,2,3,0,4,3,4,0,4,0,2,4,3,4,3,16,17,18,13,36,23,13,103,Rendah,Tinggi,Rendah
454,Budi,Hidayat,3,3,3,0,2,0,4,0,3,0,2,4,2,6,6,15,9,22,12,6,20,18,20,84,Sedang,Rendah,Rendah
455,Dewi,Santoso,2,3,1,0,0,3,1,4,0,3,2,5,1,1,1,11,25,25,1,29,33,17,10,124,Sedang,Tinggi,Rendah
456,Lina,Hidayat,3,0,3,2,2,0,0,2,1,2,0,1,3,2,6,7,13,15,4,40,13,15,12,92,Tinggi,Tinggi,Rendah
457,Budi,Siregar,2,1,0,0,0,2,4,3,3,4,6,5,6,5,6,30,18,9,30,32,27,19,28,146,Sedang,Rendah,Rendah
458,Sari,Siregar,1,0,0,3,3,3,1,0,3,0,5,3,1,5,2,32,7,34,35,38,29,14,16,175,Tinggi,Sedang,Sedang
459,Putra,Lestari,2,3,2,1,2,2,0,4,2,4,0,0,4,6,3,4,30,22,9,28,16,22,13,109,Rendah,Tinggi,Rendah
460,Rina,Lestari,1,1,3,2,1,1,0,4,2,0,4,3,6,6,5,1,22,23,34,18,37,15,24,135,Tinggi,Rendah,Rendah
461,Sari,Lestari,0,1,2,1,3,2,4,3,2,3,3,5,0,0,2,22,28,5,21,38,9,21,10,123,Rendah,Tinggi,Rendah
462,Putra,Siregar,1,1,2,3,3,0,2,0,1,0,4,3,5,6,6,18,3,9,35,35,21,13,24,121,Tinggi,Rendah,Rendah
463,Agus,Siregar,3,1,1,2,0,4,1,0,4,1,5,0,3,6,1,28,22,29,34,7,3,17,15,123,Sedang,Sedang,Rendah
464,Sari,Lestari,0,1,3,0,0,3,1,2,1,3,2,0,5,1,1,6,18,5,8,22,15,14,9,74,Tinggi,Tinggi,Rendah
465,Lina,Lestari,0,0,1,1,3,2,2,4,1,1,5,3,2,1,0,20,1,7,10,9,12,15,11,59,Tinggi,Tinggi,Rendah
466,Agus,Santoso,1,2,1,1,0,1,2,4,2,2,4,5,6,0,0,26,9,17,2,39,13,16,15,106,Sedang,Sedang,Rendah
467,Dewi,Hidayat,3,1,2,0,1,4,2,3,0,4,0,2,4,4,1,33,22,26,20,35,13,20,11,149,Rendah,Tinggi,Rendah
468,Hadi,Hidayat,3,1,3,3,2,2,0,1,3,0,1,5,1,4,5,3,20,18,7,25,40,18,16,113,Sedang,Sedang,Rendah
469,Hadi,Hidayat,2,0,0,3,3,0,3,3,3,1,1,2,1,0,1,8,3,25,1,1,5,18,5,43,Sedang,Tinggi,Rendah
470,Agus,Siregar,1,2,0,0,3,0,1,0,3,2,5,6,1,5,3,25,28,11,23,27,22,12,20,136,Tinggi,Rendah,Rendah
471,Putra,Santoso,3,0,3,1,2,1,3,4,1,0,5,4,4,1,5,33,1,27,29,36,13,18,19,139,Sedang,Rendah,Rendah
472,Hadi,Santoso,3,0,1,0,1,0,3,1,1,0,5,2,6,2,2,22,18,22,7,1,25,10,17,95,Tinggi,Sedang,Rendah
473,Budi,Lestari,2,3,1,2,0,1,2,1,0,3,3,3,1,1,6,1,26,10,6,17,8,15,14,68,Tinggi,Sedang,Rendah
474,Hadi,Hidayat,2,0,2,2,1,1,2,1,1,2,5,5,2,1,5,5,11,13,31,14,24,14,18,98,Tinggi,Rendah,Rendah
475,Budi,Hidayat,2,3,1,1,3,2,1,3,1,1,3,1,5,4,3,10,16,6,26,22,3,18,16,83,Sedang,Sedang,Rendah
476,Rina,Hidayat,3,0,2,1,2,0,2,2,3,3,3,1,1,1,5,11,19,25,29,29,5,18,11,118,Sedang,Tinggi,Rendah
477,Rina,Wibowo,0,1,3,1,0,2,2,2,2,4,1,1,3,5,2,8,24,7,21,12,27,17,12,99,Sedang,Tinggi,Rendah
478,Rina,Siregar,2,0,3,0,2,4,0,4,0,0,6,1,4,6,3,12,7,10,6,31,39,15,20,105,Tinggi,Rendah,Rendah
479,Lina,Siregar,0,2,1,3,0,1,1,0,2,1,4,3,2,5,6,8,25,4,28,29,11,11,20,105,Tinggi,Rendah,Rendah
480,Agus,Wibowo,3,0,1,0,1,3,0,0,1,2,5,4,2,1,3,21,14,14,15,29,17,11,15,110,Tinggi,Sedang,Rendah
481,Budi,Hidayat,1,1,0,2,0,1,3,1,4,3,0,0,2,4,5,19,7,6,29,34,17,16,11,112,Sedang,Tinggi,Rendah
482,Agus,Wibowo,3,0,3,1,3,4,3,3,2,4,2,1,6,5,4,7,12,14,6,1,24,26,18,64,Rendah,Rendah,Rendah
483,Siti,Siregar,2,1,0,3,1,1,1,0,1,2,5,1,1,5,5,4,18,1,30,8,17,12,17,78,Tinggi,Sedang,Rendah
484,Rina,Santoso,1,0,0,1,1,3,1,0,4,0,4,4,5,4,3,8,7,19,5,8,31,11,20,78,Tinggi,Rendah,Rendah
485,Joko,Hidayat,3,2,1,3,0,4,4,1,0,0,5,4,2,4,5,9,35,20,26,12,39,18,20,141,Sedang,Rendah,Rendah
486,Budi,Siregar,0,0,3,2,1,1,2,3,2,3,1,4,5,0,2,27,17,3,15,28,38,17,12,128,Sedang,Tinggi,Rendah
487,Budi,Lestari,0,2,1,0,0,1,4,2,0,2,1,3,6,2,2,16,14,10,1,26,15,12,14,82,Tinggi,Sedang,Rendah
488,Hadi,Wibowo,3,2,3,1,0,0,4,2,3,2,3,3,3,1,1,29,26,28,28,39,35,20,11,185,Rendah,Tinggi,Sedang
489,Putra,Siregar,1,0,3,2,3,1,2,2,4,0,3,1,6,5,3,16,5,9,9,8,19,18,18,66,Sedang,Rendah,Rendah
490,Agus,Wibowo,0,2,3,0,2,0,2,2,4,1,3,0,1,4,0,1,8,17,29,34,16,16,8,105,Sedang,Tinggi,Rendah
491,Putra,Lestari,2,2,0,3,1,4,1,1,2,2,4,6,6,3,6,31,26,35,17,17,27,18,25,153,Sedang,Rendah,Rendah
492,Dewi,Wibowo,1,0,3,0,1,0,4,4,1,0,4,4,5,2,1,20,16,31,4,33,28,14,16,132,Tinggi,Sedang,Rendah
493,Joko,Hidayat,3,1,1,3,0,0,4,0,4,0,5,6,1,5,5,32,23,1,10,36,40,16,22,142,Sedang,Rendah,Rendah
494,Siti,Wibowo,1,3,2,0,0,4,3,3,3,1,6,5,5,3,2,27,28,27,2,17,38,20,21,139,Rendah,Rendah,Rendah
495,Lina,Siregar,3,1,3,2,0,3,1,0,2,1,0,5,5,6,4,17,27,18,16,12,20,16,20,110,Sedang,Rendah,Rendah
496,Putra,Hidayat,1,3,3,1,1,2,2,1,0,4,1,3,0,6,1,13,26,25,2,37,23,18,11,126,Sedang,Tinggi,Rendah
497,Budi,Siregar,1,0,3,3,1,3,0,3,0,2,5,4,1,6,1,32,6,34,24,11,2,16,17,109,Sedang,Sedang,Rendah
498,Budi,Siregar,0,1,2,2,2,3,0,4,0,1,6,0,5,4,1,27,5,7,21,8,4,15,16,72,Tinggi,Sedang,Rendah
499,Lina,Wibowo,2,0,2,2,0,3,1,1,3,3,4,1,5,0,3,21,20,19,17,3,15,17,13,95,Sedang,Tinggi,Rendah
500,Joko,Lestari,3,0,0,1,3,2,2,3,2,0,5,6,6,0,6,28,27,20,10,17,2,16,23,104,Sedang,Rendah,Rendah
501,Siti,Santoso,3,0,1,0,2,3,2,2,2,3,1,3,2,0,1,24,33,29,11,37,15,18,7,149,Sedang,Tinggi,Rendah
502,Dewi,Hidayat,1,3,3,0,0,0,4,1,4,3,5,1,3,0,1,21,3,29,5,5,22,19,10,85,Sedang,Tinggi,Rendah
503,Siti,Santoso,2,2,3,2,3,2,0,4,4,2,4,5,6,3,3,10,10,9,25,38,22,24,21,114,Rendah,Rendah,Rendah
504,Budi,Santoso,3,0,0,1,2,4,3,3,2,3,4,0,0,5,5,32,19,32,25,36,26,21,14,170,Rendah,Sedang,Sedang
505,Lina,Santoso,1,2,1,1,2,1,4,2,4,4,3,2,2,1,1,6,28,28,23,33,29,22,9,147,Rendah,Tinggi,Rendah
506,Sari,Lestari,0,0,0,2,3,0,2,3,0,0,5,0,2,2,2,24,7,8,36,35,6,10,11,116,Tinggi,Tinggi,Rendah
507,Siti,Wibowo,3,0,3,3,3,3,0,0,1,2,4,0,2,2,5,32,20,19,6,23,6,18,13,106,Sedang,Tinggi,Rendah
508,Hadi,Lestari,0,1,0,3,2,1,2,3,2,4,5,2,4,6,6,31,26,17,24,10,28,18,23,136,Sedang,Rendah,Rendah
509,Budi,Hidayat,3,1,2,1,2,1,0,0,1,1,3,4,0,4,6,31,17,16,21,23,33,12,17,141,Tinggi,Sedang,Rendah
510,Siti,Siregar,2,0,2,2,1,0,1,3,3,4,6,2,4,3,1,20,12,15,35,9,10,18,16,101,Sedang,Sedang,Rendah
511,Hadi,Wibowo,3,2,1,1,3,0,2,1,2,4,4,4,4,2,2,8,34,2,4,8,33,19,16,89,Sedang,Sedang,Rendah
512,Lina,Wibowo,3,1,1,1,2,0,4,0,2,4,2,6,1,6,5,2,7,15,12,37,7,18,20,80,Sedang,Rendah,Rendah
513,Siti,Wibowo,0,1,3,2,1,4,4,2,1,4,2,1,5,4,0,24,24,17,26,37,32,22,12,160,Rendah,Tinggi,Rendah
514,Joko,Hidayat,3,0,0,3,1,0,2,3,0,2,5,3,0,5,5,19,10,25,15,33,28,14,18,130,Tinggi,Rendah,Rendah
515,Putra,Lestari,2,1,0,3,1,1,0,2,1,1,3,1,5,5,2,28,18,12,23,25,33,12,16,139,Tinggi,Sedang,Rendah
516,Dewi,Lestari,1,3,0,3,3,2,0,1,3,1,6,6,4,5,4,22,20,19,21,10,5,17,25,97,Sedang,Rendah,Rendah
517,Putra,Lestari,2,2,0,3,3,4,3,3,4,4,5,6,1,0,0,31,1,27,20,38,28,28,12,145,Rendah,Tinggi,Rendah
518,Budi,Siregar,3,1,0,1,3,4,4,0,4,1,4,6,3,2,6,21,16,5,1,8,19,21,21,70,Rendah,Rendah,Rendah
519,Siti,Santoso,2,0,2,0,3,4,1,1,2,0,2,2,0,1,6,13,6,7,21,26,9,15,11,82,Tinggi,Tinggi,Rendah
520,Hadi,Hidayat,0,3,1,2,3,1,2,0,0,1,4,3,0,3,3,11,25,20,17,16,23,13,13,112,Tinggi,Tinggi,Rendah
521,Rina,Hidayat,2,3,3,1,0,1,3,4,4,0,3,5,5,5,4,19,11,21,6,39,34,21,22,130,Rendah,Rendah,Rendah
522,Rina,Hidayat,3,1,1,2,3,1,4,2,2,4,1,2,3,2,0,21,23,9,36,26,29,23,8,144,Rendah,Tinggi,Rendah
523,Dewi,Wibowo,3,3,2,0,1,4,0,3,0,2,5,5,2,0,2,33,31,31,9,37,6,18,14,147,Sedang,Sedang,Rendah
524,Sari,Wibowo,1,3,2,1,1,0,2,1,4,2,1,3,1,1,6,5,16,15,7,38,9,17,12,90,Sedang,Tinggi,Rendah
525,Putra,Hidayat,0,2,0,0,3,4,2,4,4,0,3,2,3,6,3,10,34,25,39,9,13,19,17,130,Sedang,Sedang,Rendah
526,Dewi,Hidayat,1,0,1,0,2,4,3,3,2,2,4,2,3,1,0,13,8,11,23,39,9,18,10,103,Sedang,Tinggi,Rendah
527,Sari,Hidayat,3,2,3,3,0,3,1,4,0,2,3,0,1,3,4,9,23,11,35,21,18,21,11,117,Rendah,Tinggi,Rendah
528,Budi,Lestari,2,3,0,1,0,4,1,1,1,4,2,3,1,5,4,8,22,17,27,29,37,17,15,140,Sedang,Sedang,Rendah
529,Agus,Siregar,2,1,2,0,3,2,4,0,2,0,3,2,2,4,1,34,31,25,12,11,29,16,12,142,Sedang,Tinggi,Rendah
530,Budi,Lestari,2,0,2,0,0,0,0,1,4,2,1,0,3,6,3,1,19,19,26,38,16,11,13,119,Tinggi,Tinggi,Rendah
531,Dewi,Santoso,3,0,1,0,2,3,1,4,3,4,1,5,0,6,4,6,11,7,2,9,19,21,16,54,Rendah,Sedang,Rendah
532,Joko,Lestari,2,1,3,0,3,1,4,2,2,3,4,4,5,1,2,24,29,5,39,26,30,21,16,153,Rendah,Sedang,Rendah
533,Agus,Lestari,2,3,0,2,2,0,1,3,3,0,5,3,4,5,6,32,19,11,33,29,23,16,23,147,Sedang,Rendah,Rendah
534,Siti,Lestari,2,0,2,3,1,2,1,4,3,3,3,4,3,6,5,31,19,9,21,28,9,21,21,117,Rendah,Rendah,Rendah
535,Lina,Wibowo,3,0,3,1,3,4,4,1,1,0,2,6,2,2,1,31,10,20,2,23,38,20,13,124,Rendah,Tinggi,Rendah
536,Hadi,Santoso,1,3,3,1,0,2,1,2,3,0,1,0,1,4,5,18,23,1,33,31,38,16,11,144,Sedang,Tinggi,Rendah
537,Sari,Santoso,0,1,1,0,0,2,3,0,0,0,1,0,6,4,6,22,20,10,26,17,34,7,17,129,Tinggi,Sedang,Rendah
538,Hadi,Hidayat,3,3,3,0,2,1,2,4,1,0,5,2,5,3,2,3,25,30,32,26,33,19,17,149,Sedang,Sedang,Rendah
539,Sari,Siregar,2,1,1,1,2,1,4,0,0,2,5,1,0,6,4,22,28,28,14,14,18,14,16,124,Tinggi,Sedang,Rendah
